id_escola,id_estudante,score_exame_norm,gen_estud,Ver_padro,faixa_pont_adm_bottom 25%,faixa_pont_adm_mid 50%,faixa_pont_adm_top 25%,rv_adm_escola_bottom 25%,rv_adm_escola_mid 50%,rv_adm_escola_top 25%
8,45,-2.291731,0,-2.439045,0,0,1,0,1,0
8,47,-0.338842,0,0.0404992,0,1,0,0,1,0
8,48,1.2405332,0,0.5364082,0,1,0,0,1,0
8,52,0.3280722,0,0.2058022,0,1,0,0,1,0
8,53,1.3101422,0,0.7843622,1,0,0,0,1,0
8,54,0.2613242,0,0.2058022,0,1,0,0,1,0
8,55,-1.836687,0,-0.868667,0,1,0,0,1,0
8,56,-0.699505,0,-0.45541,0,1,0,0,1,0
8,57,-1.335315,0,-0.786016,0,1,0,0,1,0
8,59,-0.492781,0,0.0404992,0,1,0,0,1,0
8,66,-1.438662,0,-2.025787,0,0,1,0,1,0
8,67,0.0735362,0,-0.042152,0,1,0,0,1,0
8,68,-0.555112,0,-0.207455,0,1,0,0,1,0
8,69,0.1941492,0,0.1231502,0,1,0,0,1,0
8,70,-0.555112,0,-0.538061,0,1,0,0,1,0
8,72,-1.438662,0,-2.19109,0,0,1,0,1,0
8,74,-0.623051,0,-1.03397,0,1,0,0,1,0
8,75,-0.492781,0,-0.290107,0,1,0,0,1,0
8,77,-0.492781,0,1.2802712,1,0,0,0,1,0
8,79,1.7348992,0,2.0241342,1,0,0,0,1,0
8,80,1.1094382,0,0.2884532,0,1,0,0,1,0
8,81,-0.555112,0,-0.951318,0,1,0,0,1,0
8,82,-0.338842,0,-1.364576,0,0,1,0,1,0
8,84,-0.129085,0,-2.19109,0,0,1,0,1,0
8,85,-0.85267,0,0.1231502,0,1,0,0,1,0
8,87,0.0735362,0,-2.19109,0,0,1,0,1,0
8,88,0.8219882,0,0.6190592,1,0,0,0,1,0
8,91,-0.129085,0,1.9414832,1,0,0,0,1,0
8,92,0.0735362,0,0.9496652,1,0,0,0,1,0
8,94,0.8219882,0,-0.620713,0,1,0,0,1,0
8,95,0.6787592,0,0.8670142,1,0,0,0,1,0
8,97,0.0043222,0,-1.199273,0,0,1,0,1,0
8,100,0.7472282,0,-0.372758,0,1,0,0,1,0
8,102,-1.335315,0,-0.042152,0,1,0,0,1,0
8,103,1.9003352,0,0.9496652,1,0,0,0,1,0
8,104,0.9675862,0,2.5200432,1,0,0,0,1,0
8,105,-1.118624,0,-2.273742,0,0,1,0,1,0
8,106,-1.029067,0,-0.290107,0,1,0,0,1,0
8,107,-0.419801,0,-0.703364,0,1,0,0,1,0
8,108,0.1340672,0,1.6108772,1,0,0,0,1,0
8,110,-1.118624,0,-0.786016,0,1,0,0,1,0
8,112,2.3136012,0,1.6108772,1,0,0,0,1,0
8,116,0.7472282,0,1.1976192,1,0,0,0,1,0
8,117,-1.62373,0,-1.116621,0,0,1,0,1,0
8,118,0.7472282,0,0.0404992,0,1,0,0,1,0
8,122,-0.419801,0,0.2884532,0,1,0,0,1,0
8,123,0.0043222,0,0.7843622,1,0,0,0,1,0
8,124,-0.265159,0,-0.703364,0,1,0,0,1,0
8,125,1.9003352,0,0.7843622,1,0,0,0,1,0
8,130,-0.129085,0,-0.703364,0,1,0,0,1,0
8,132,0.9675862,0,0.9496652,1,0,0,0,1,0
8,133,-0.129085,0,-1.447227,0,0,1,0,1,0
8,134,-0.197611,0,-0.703364,0,1,0,0,1,0
8,135,-1.836687,0,-0.786016,0,1,0,0,1,0
8,136,0.6107292,0,-0.042152,0,1,0,0,1,0
8,137,-1.62373,0,-1.199273,0,0,1,0,1,0
8,138,-1.029067,0,-1.364576,0,0,1,0,1,0
8,141,0.9675862,0,0.6190592,1,0,0,0,1,0
8,144,-0.939378,0,-0.538061,0,1,0,0,1,0
8,145,-0.85267,0,-0.45541,0,1,0,0,1,0
8,146,-0.85267,0,-1.03397,0,1,0,0,1,0
8,147,-0.699505,0,-0.620713,0,1,0,0,1,0
8,149,0.1941492,0,0.5364082,1,0,0,0,1,0
8,151,-1.438662,0,-0.45541,0,1,0,0,1,0
8,153,0.7472282,0,-0.042152,0,1,0,0,1,0
8,156,0.2613242,0,-0.45541,0,1,0,0,1,0
8,157,0.3280722,0,1.0323172,1,0,0,0,1,0
8,158,-0.265159,0,0.2058022,0,1,0,0,1,0
8,161,-0.419801,0,2.8506492,1,0,0,0,1,0
9,8,-0.265159,1,-0.124804,0,1,0,1,0,0
9,9,-2.108644,1,-2.934953,0,0,1,1,0,0
9,13,-1.62373,1,-2.686999,0,0,1,1,0,0
9,14,0.5443412,0,-0.042152,0,1,0,1,0,0
9,31,0.4781942,0,0.1231502,0,1,0,1,0,0
9,36,-1.335315,1,-1.364576,0,0,1,1,0,0
9,41,-0.197611,0,-0.786016,0,1,0,1,0,0
9,44,0.4781942,0,1.1976192,1,0,0,1,0,0
9,58,0.0043222,0,0.1231502,0,1,0,1,0,0
9,60,0.0735362,1,0.8670142,1,0,0,1,0,0
9,62,-0.129085,1,0.3711052,0,1,0,1,0,0
9,67,-1.526653,1,-0.45541,0,1,0,1,0,0
9,68,-1.335315,0,-0.620713,0,1,0,1,0,0
9,77,0.4026692,1,0.6190592,1,0,0,1,0,0
9,79,-0.492781,1,-1.61253,0,0,1,1,0,0
9,93,-0.555112,1,-0.703364,0,1,0,1,0,0
9,106,-1.526653,1,0.2058022,0,1,0,1,0,0
9,117,-1.335315,1,-2.934953,0,0,1,1,0,0
9,121,1.5792202,1,-0.703364,0,1,0,1,0,0
9,131,0.7472282,0,0.6190592,1,0,0,1,0,0
9,148,-0.555112,0,0.9496652,1,0,0,1,0,0
9,155,-0.699505,1,0.5364082,1,0,0,1,0,0
9,157,-0.623051,0,-0.786016,0,1,0,1,0,0
9,161,-0.939378,0,-1.61253,0,0,1,1,0,0
9,168,0.8965662,1,1.0323172,1,0,0,1,0,0
9,169,0.0735362,1,0.2058022,0,1,0,1,0,0
9,170,-0.623051,1,-1.777833,0,0,1,1,0,0
10,3,-1.029067,1,-1.116621,0,0,1,0,1,0
10,4,0.2613242,0,-0.290107,0,1,0,0,1,0
10,5,0.0735362,0,0.1231502,0,1,0,0,1,0
10,11,0.2613242,0,0.9496652,1,0,0,0,1,0
10,12,-1.526653,1,-0.703364,0,1,0,0,1,0
10,13,-0.492781,0,0.0404992,0,1,0,0,1,0
10,15,1.5792202,0,2.0241342,1,0,0,0,1,0
10,18,-0.776109,0,0.0404992,0,1,0,0,1,0
10,19,-0.265159,1,0.5364082,0,1,0,0,1,0
10,25,-1.029067,0,-0.868667,0,1,0,0,1,0
10,26,-1.62373,1,0.5364082,1,0,0,0,1,0
10,27,0.0043222,1,1.8588312,1,0,0,0,1,0
10,29,-0.062088,0,-0.290107,0,1,0,0,1,0
10,34,-0.939378,1,-0.951318,0,1,0,0,1,0
10,39,0.4781942,0,-0.042152,0,1,0,0,1,0
10,40,0.0735362,1,-0.786016,0,1,0,0,1,0
10,45,-0.265159,1,0.8670142,1,0,0,0,1,0
10,47,-0.129085,1,1.6108772,1,0,0,0,1,0
10,49,-0.492781,1,-0.042152,0,1,0,0,1,0
10,50,-1.219486,1,-0.042152,0,1,0,0,1,0
10,51,-1.526653,1,0.4537562,1,0,0,0,1,0
10,54,-0.699505,1,-0.45541,0,1,0,0,1,0
10,58,0.6787592,0,1.3629222,1,0,0,0,1,0
10,61,-0.062088,0,0.7017112,1,0,0,0,1,0
10,64,0.1340672,0,0.2884532,0,1,0,0,1,0
10,67,1.5792202,1,0.2884532,0,1,0,0,1,0
10,68,0.0735362,0,-0.207455,0,1,0,0,1,0
10,71,-0.623051,1,1.0323172,1,0,0,0,1,0
10,72,0.0043222,1,0.5364082,1,0,0,0,1,0
10,74,0.0043222,1,-0.042152,0,1,0,0,1,0
10,79,-0.419801,1,-0.372758,0,1,0,0,1,0
10,80,0.2613242,0,-1.447227,0,0,1,0,1,0
10,81,0.4026692,1,1.1149682,1,0,0,0,1,0
10,83,-0.338842,1,-0.538061,0,1,0,0,1,0
10,84,0.1340672,1,0.7017112,1,0,0,0,1,0
10,92,-0.338842,1,-0.372758,0,1,0,0,1,0
10,93,-0.338842,0,0.6190592,1,0,0,0,1,0
10,95,-0.623051,0,1.0323172,1,0,0,0,1,0
10,97,-0.939378,0,-0.45541,0,1,0,0,1,0
10,99,0.4026692,1,0.5364082,1,0,0,0,1,0
10,101,-0.623051,0,-0.207455,0,1,0,0,1,0
10,102,-1.118624,1,0.6190592,1,0,0,0,1,0
10,111,-0.419801,1,0.2058022,0,1,0,0,1,0
10,112,0.0043222,1,0.0404992,0,1,0,0,1,0
10,114,-0.419801,1,1.1149682,1,0,0,0,1,0
10,117,0.1340672,1,-0.042152,0,1,0,0,1,0
10,121,-0.129085,0,0.0404992,0,1,0,0,1,0
10,122,-0.265159,1,0.1231502,0,1,0,0,1,0
10,126,-0.939378,1,0.1231502,0,1,0,0,1,0
10,127,-0.338842,1,-0.786016,0,1,0,0,1,0
11,1,-0.492781,1,0.2884532,0,1,0,0,0,1
11,3,1.9003352,1,2.0241342,1,0,0,0,0,1
11,4,1.3747412,1,1.1149682,1,0,0,0,0,1
11,10,1.3747412,1,1.3629222,1,0,0,0,0,1
11,11,0.3280722,1,0.5364082,1,0,0,0,0,1
11,16,-0.062088,1,1.0323172,1,0,0,0,0,1
11,18,0.1340672,1,2.8506492,1,0,0,0,0,1
11,20,-0.85267,1,-0.290107,0,1,0,0,0,1
11,21,1.5061852,1,2.2720892,1,0,0,0,0,1
11,22,0.2613242,1,-0.951318,0,1,0,0,0,1
11,23,0.9675862,1,0.2884532,0,1,0,0,0,1
11,24,0.8219882,1,-0.951318,0,1,0,0,0,1
11,28,0.1941492,1,0.7843622,1,0,0,0,0,1
11,29,0.1941492,1,1.2802712,1,0,0,0,0,1
11,33,0.4781942,1,-0.207455,0,1,0,0,0,1
11,34,1.1758492,1,1.1976192,1,0,0,0,0,1
11,38,-0.85267,1,-0.124804,0,1,0,0,0,1
11,39,0.5443412,1,0.7843622,1,0,0,0,0,1
11,45,0.7472282,1,1.3629222,1,0,0,0,0,1
11,47,0.3280722,1,0.3711052,0,1,0,0,0,1
11,51,0.5443412,1,0.3711052,1,0,0,0,0,1
11,52,1.5792202,1,1.6935282,1,0,0,0,0,1
11,56,0.7472282,1,1.8588312,1,0,0,0,0,1
11,57,-0.419801,1,-1.447227,0,0,1,0,0,1
11,59,0.9675862,1,2.1067862,1,0,0,0,0,1
11,62,1.0396082,1,1.6935282,1,0,0,0,0,1
11,64,1.0396082,1,1.6108772,1,0,0,0,0,1
11,66,2.2031212,1,1.2802712,1,0,0,0,0,1
11,68,0.0043222,1,0.1231502,0,1,0,0,0,1
11,69,1.9003352,1,0.7017112,1,0,0,0,0,1
11,74,1.3101422,1,1.3629222,1,0,0,0,0,1
11,77,0.0043222,1,1.9414832,1,0,0,0,0,1
11,82,-1.62373,1,-1.364576,0,0,1,0,0,1
11,84,1.0396082,1,-0.372758,0,1,0,0,0,1
11,85,0.8965662,1,-0.45541,0,1,0,0,0,1
11,86,0.5443412,1,1.1976192,1,0,0,0,0,1
11,87,0.3280722,1,0.4537562,0,1,0,0,0,1
11,90,0.0043222,1,-0.620713,0,1,0,0,0,1
11,91,0.8219882,1,1.6935282,1,0,0,0,0,1
11,93,0.4026692,1,0.6190592,1,0,0,0,0,1
11,95,2.0397092,1,1.9414832,1,0,0,0,0,1
11,96,1.6618062,1,0.2884532,0,1,0,0,0,1
11,100,0.0043222,1,0.3711052,0,1,0,0,0,1
11,101,1.7348992,1,1.4455742,1,0,0,0,0,1
11,104,0.1340672,1,0.5364082,0,1,0,0,0,1
11,105,-1.029067,1,0.6190592,1,0,0,0,0,1
11,106,0.4781942,1,-0.538061,0,1,0,0,0,1
11,107,-2.108644,1,-0.538061,0,1,0,0,0,1
11,109,0.1941492,1,-1.116621,0,0,1,0,0,1
11,114,0.6787592,1,0.1231502,0,1,0,0,0,1
11,117,0.3280722,1,0.0404992,0,1,0,0,0,1
11,118,-0.623051,1,0.0404992,0,1,0,0,0,1
11,119,2.2031212,1,2.4373912,1,0,0,0,0,1
11,120,1.9003352,1,0.5364082,0,1,0,0,0,1
11,121,0.3280722,1,0.2058022,0,1,0,0,0,1
11,122,0.5443412,1,0.6190592,1,0,0,0,0,1
11,126,0.4781942,1,-0.538061,0,1,0,0,0,1
12,3,0.1340672,1,-1.199273,0,1,0,0,1,0
12,6,-0.197611,0,-0.703364,0,1,0,0,1,0
12,12,0.1941492,0,0.0404992,0,1,0,0,1,0
12,14,0.8965662,0,-0.620713,0,1,0,0,1,0
12,15,0.8965662,0,0.3711052,0,1,0,0,1,0
12,16,1.2405332,0,1.1149682,1,0,0,0,1,0
12,18,-1.118624,1,-0.703364,0,1,0,0,1,0
12,19,1.1094382,0,-0.042152,0,1,0,0,1,0
12,21,-2.108644,1,-0.45541,0,1,0,0,1,0
12,23,0.4026692,0,0.1231502,0,1,0,0,1,0
12,25,0.5443412,0,0.7017112,0,1,0,0,1,0
12,26,0.8965662,1,0.2884532,0,1,0,0,1,0
12,28,-0.419801,1,-0.207455,0,1,0,0,1,0
12,38,0.2613242,0,-0.372758,0,1,0,0,1,0
12,39,0.6787592,1,0.1231502,0,1,0,0,1,0
12,40,-1.723882,1,-1.116621,0,0,1,0,1,0
12,44,0.7472282,0,0.6190592,1,0,0,0,1,0
12,56,0.5443412,1,0.7017112,1,0,0,0,1,0
12,66,-1.335315,1,-0.207455,0,1,0,0,1,0
12,69,0.0735362,0,0.8670142,1,0,0,0,1,0
12,73,-1.62373,1,-1.61253,0,0,1,0,1,0
12,78,-0.555112,1,-1.281924,0,1,0,0,1,0
12,81,-0.492781,0,1.1149682,0,1,0,0,1,0
12,85,0.2613242,0,1.1149682,1,0,0,0,1,0
12,93,0.1941492,0,0.4537562,0,1,0,0,1,0
12,97,-0.419801,1,-0.868667,0,1,0,0,1,0
12,98,-0.197611,1,-0.703364,0,1,0,0,1,0
12,100,-0.939378,0,-0.45541,0,1,0,0,1,0
12,101,0.8219882,1,0.0404992,0,1,0,0,1,0
12,106,-0.555112,0,0.7843622,0,1,0,0,1,0
12,120,0.3280722,1,-0.372758,0,1,0,0,1,0
12,122,0.6787592,1,0.6190592,1,0,0,0,1,0
12,123,0.3280722,1,1.2802712,0,1,0,0,1,0
12,125,-1.029067,1,-0.124804,0,1,0,0,1,0
12,126,0.0735362,0,0.4537562,0,1,0,0,1,0
12,129,0.6787592,0,0.0404992,1,0,0,0,1,0
12,135,0.1340672,0,0.7843622,0,1,0,0,1,0
12,137,0.0043222,1,1.5282252,1,0,0,0,1,0
12,139,0.8965662,0,0.7843622,1,0,0,0,1,0
12,143,-1.526653,1,-0.868667,0,0,1,0,1,0
12,144,-0.699505,0,-1.943136,0,0,1,0,1,0
12,148,-0.265159,1,1.1976192,1,0,0,0,1,0
13,6,0.1340672,1,0.3711052,0,1,0,0,1,0
13,7,0.8219882,0,0.7017112,0,1,0,0,1,0
13,8,-1.219486,0,-0.951318,0,1,0,0,1,0
13,10,0.1941492,0,0.5364082,1,0,0,0,1,0
13,11,1.7348992,0,1.6108772,1,0,0,0,1,0
13,12,-0.623051,0,-0.124804,0,1,0,0,1,0
13,14,-0.555112,1,-0.45541,0,1,0,0,1,0
13,16,-0.85267,0,0.4537562,0,1,0,0,1,0
13,19,-1.335315,0,-0.45541,0,1,0,0,1,0
13,20,-0.197611,1,0.0404992,0,1,0,0,1,0
13,21,-0.129085,0,-0.124804,1,0,0,0,1,0
13,22,0.4781942,0,-0.124804,0,1,0,0,1,0
13,25,-0.129085,1,-1.03397,0,0,1,0,1,0
13,28,-0.419801,0,-0.538061,0,1,0,0,1,0
13,31,0.8219882,0,-0.042152,0,1,0,0,1,0
13,36,-1.118624,0,-0.207455,0,1,0,0,1,0
13,37,-0.555112,1,1.6108772,1,0,0,0,1,0
13,39,1.2405332,0,0.3711052,0,1,0,0,1,0
13,45,-0.623051,1,-0.290107,0,1,0,0,1,0
13,46,-0.776109,0,0.4537562,0,1,0,0,1,0
13,48,-1.438662,0,-2.025787,0,0,1,0,1,0
13,50,-1.029067,0,-0.372758,0,1,0,0,1,0
13,55,-0.419801,1,0.6190592,1,0,0,0,1,0
13,57,-1.526653,1,-1.943136,0,0,1,0,1,0
13,59,0.1340672,0,-0.042152,0,1,0,0,1,0
13,61,-1.723882,1,-1.116621,0,0,1,0,1,0
13,63,0.2613242,0,-0.290107,0,1,0,0,1,0
13,65,-0.939378,0,-1.777833,0,0,1,0,1,0
13,67,-0.699505,1,-0.786016,0,1,0,0,1,0
13,68,0.1340672,0,1.0323172,1,0,0,0,1,0
13,69,0.5443412,0,0.2058022,0,1,0,0,1,0
13,72,-0.555112,0,-0.786016,0,1,0,0,1,0
13,73,-1.335315,0,0.6190592,0,1,0,0,1,0
13,74,-1.438662,1,-2.108439,0,0,1,0,1,0
13,76,2.3136012,0,1.6108772,1,0,0,0,1,0
13,78,-0.265159,1,-0.372758,0,1,0,0,1,0
13,82,-0.85267,0,-0.868667,0,0,1,0,1,0
13,85,1.5061852,0,1.4455742,1,0,0,0,1,0
13,87,-0.623051,0,-0.207455,0,1,0,0,1,0
13,89,1.1094382,1,1.2802712,1,0,0,0,1,0
13,90,-1.962075,0,-1.116621,0,1,0,0,1,0
13,94,0.0735362,0,-0.45541,0,1,0,0,1,0
13,95,-0.555112,0,-1.199273,0,0,1,0,1,0
13,96,0.8965662,1,1.1976192,1,0,0,0,1,0
13,105,0.0043222,0,0.7843622,0,1,0,0,1,0
13,112,-0.555112,1,-1.695182,0,0,1,0,1,0
13,115,0.5443412,1,-0.290107,1,0,0,0,1,0
13,117,1.1758492,0,0.3711052,1,0,0,0,1,0
13,119,0.9675862,1,0.9496652,0,1,0,0,1,0
13,123,0.4781942,0,1.2802712,1,0,0,0,1,0
13,124,1.0396082,0,-1.199273,0,1,0,0,1,0
13,125,-0.197611,0,0.2058022,0,1,0,0,1,0
13,127,0.9675862,0,2.8506492,1,0,0,0,1,0
13,131,-0.197611,0,0.2884532,0,1,0,0,1,0
13,135,-0.419801,1,-0.372758,0,1,0,0,1,0
13,140,0.2613242,1,-0.290107,0,1,0,0,1,0
13,143,0.3280722,0,-0.290107,0,1,0,0,1,0
13,146,-1.219486,1,-0.207455,0,1,0,0,1,0
13,147,-2.75266,1,-1.529879,0,0,1,0,1,0
14,2,0.7472282,0,0.7843622,1,0,0,0,0,1
14,11,-1.029067,1,-1.364576,0,1,0,0,0,1
14,15,1.3101422,1,-0.124804,1,0,0,0,0,1
14,17,0.1941492,1,0.7017112,0,1,0,0,0,1
14,20,1.4395322,0,1.1976192,0,1,0,0,0,1
14,21,-1.219486,1,0.7843622,0,1,0,0,0,1
14,23,1.7348992,0,1.4455742,1,0,0,0,0,1
14,24,-0.555112,1,-1.116621,0,1,0,0,0,1
14,26,-0.265159,1,-0.042152,1,0,0,0,0,1
14,27,-0.265159,1,0.6190592,0,1,0,0,0,1
14,31,1.6618062,1,2.0241342,1,0,0,0,0,1
14,33,0.1941492,0,-0.538061,0,1,0,0,0,1
14,34,0.0735362,1,1.0323172,1,0,0,0,0,1
14,35,-0.129085,1,0.7843622,0,1,0,0,0,1
14,36,0.4781942,0,-0.372758,0,1,0,0,0,1
14,40,1.2405332,0,1.3629222,1,0,0,0,0,1
14,41,-0.492781,0,-0.703364,0,1,0,0,0,1
14,43,-0.419801,0,1.1976192,0,1,0,0,0,1
14,44,-0.129085,1,-0.207455,0,1,0,0,0,1
14,46,-0.555112,1,0.5364082,0,1,0,0,0,1
14,48,2.2031212,0,-0.042152,1,0,0,0,0,1
14,49,1.1758492,0,1.4455742,1,0,0,0,0,1
14,50,-0.062088,0,0.4537562,0,1,0,0,0,1
14,52,-0.492781,0,-0.538061,0,1,0,0,0,1
14,54,-0.062088,0,-0.703364,0,1,0,0,0,1
14,56,-0.419801,0,0.9496652,1,0,0,0,0,1
14,59,-2.291731,0,-1.61253,0,1,0,0,0,1
14,60,-0.699505,0,-0.372758,0,1,0,0,0,1
14,62,-2.291731,0,-1.116621,0,1,0,0,0,1
14,66,-0.129085,1,-0.124804,0,1,0,0,0,1
14,67,1.3101422,0,0.7017112,1,0,0,0,0,1
14,68,0.1941492,0,1.6108772,1,0,0,0,0,1
14,69,-1.438662,1,-0.951318,0,1,0,0,0,1
14,72,-0.129085,0,1.3629222,0,1,0,0,0,1
14,85,1.1758492,0,0.7017112,0,1,0,0,0,1
14,86,-0.776109,1,0.2058022,0,1,0,0,0,1
14,92,0.4026692,1,0.0404992,0,1,0,0,0,1
14,94,0.2613242,0,0.2058022,0,1,0,0,0,1
14,97,0.4781942,1,-0.372758,0,1,0,0,0,1
14,98,1.6618062,0,1.2802712,1,0,0,0,0,1
14,99,0.4026692,1,0.6190592,1,0,0,0,0,1
14,101,-0.265159,1,0.2058022,0,1,0,0,0,1
14,106,-0.776109,1,0.7843622,1,0,0,0,0,1
14,110,0.4026692,1,2.1894372,1,0,0,0,0,1
14,111,-1.526653,0,-0.207455,0,0,1,0,0,1
14,113,0.1941492,0,-0.620713,0,1,0,0,0,1
14,117,0.9675862,0,0.8670142,0,1,0,0,0,1
14,119,-0.062088,0,-0.290107,0,1,0,0,0,1
14,123,-0.776109,0,-2.108439,0,0,1,0,0,1
14,124,1.4395322,0,1.4455742,0,1,0,0,0,1
14,126,-0.699505,0,-0.042152,0,0,1,0,0,1
14,132,-0.939378,1,-0.703364,0,1,0,0,0,1
14,133,0.9675862,0,1.0323172,0,1,0,0,0,1
14,135,-0.623051,0,-1.116621,0,0,1,0,0,1
14,140,0.4026692,1,0.5364082,1,0,0,0,0,1
14,142,0.0043222,1,-0.124804,0,1,0,0,0,1
14,151,1.1094382,0,0.2884532,0,1,0,0,0,1
14,152,1.5792202,0,1.8588312,1,0,0,0,0,1
14,153,-1.118624,0,0.5364082,0,1,0,0,0,1
14,154,0.0043222,0,2.1067862,0,1,0,0,0,1
14,155,-1.335315,0,-0.290107,0,0,1,0,0,1
14,156,-1.219486,1,-0.042152,0,1,0,0,0,1
14,160,-0.699505,0,0.4537562,0,1,0,0,0,1
14,164,-0.338842,0,-0.207455,0,1,0,0,0,1
14,171,0.6787592,0,0.8670142,0,1,0,0,0,1
14,174,-1.526653,0,0.3711052,0,1,0,0,0,1
14,176,0.8219882,1,1.3629222,0,1,0,0,0,1
14,177,-1.62373,0,-1.199273,0,0,1,0,0,1
14,178,-0.129085,1,0.7017112,0,1,0,0,0,1
14,181,0.4026692,1,0.0404992,0,1,0,0,0,1
14,183,-2.108644,1,-0.951318,0,1,0,0,0,1
14,184,0.3280722,0,0.3711052,1,0,0,0,0,1
14,187,1.3101422,1,0.5364082,1,0,0,0,0,1
14,188,1.1758492,0,1.5282252,1,0,0,0,0,1
14,190,0.4781942,0,0.8670142,1,0,0,0,0,1
14,193,-0.555112,0,-0.703364,0,1,0,0,0,1
14,195,-1.118624,0,-0.538061,0,1,0,0,0,1
14,202,-0.338842,1,-0.951318,0,1,0,0,0,1
14,204,-1.118624,1,0.9496652,0,1,0,0,0,1
14,205,-1.438662,1,0.0404992,0,1,0,0,0,1
14,208,-0.062088,1,0.5364082,0,1,0,0,0,1
14,216,0.0735362,0,1.4455742,0,1,0,0,0,1
14,217,1.1758492,1,0.4537562,1,0,0,0,0,1
14,219,0.9675862,1,1.2802712,0,1,0,0,0,1
14,227,0.3280722,0,0.6190592,0,1,0,0,0,1
14,228,0.5443412,0,1.0323172,0,1,0,0,0,1
14,234,0.6107292,0,0.5364082,1,0,0,0,0,1
14,235,-1.962075,0,-0.124804,0,1,0,0,0,1
14,252,-1.219486,1,0.2884532,1,0,0,0,0,1
14,255,1.1094382,1,1.4455742,1,0,0,0,0,1
14,258,0.4026692,0,0.7843622,1,0,0,0,0,1
14,260,-0.062088,0,0.7843622,0,1,0,0,0,1
14,261,-1.118624,1,-1.03397,0,1,0,0,0,1
14,263,0.1340672,1,0.4537562,1,0,0,0,0,1
14,266,-1.526653,1,-0.703364,0,1,0,0,0,1
14,267,1.8138272,1,1.4455742,1,0,0,0,0,1
14,273,0.0735362,1,-1.116621,0,1,0,0,0,1
14,278,0.8219882,1,0.2058022,0,1,0,0,0,1
14,286,-0.062088,0,0.6190592,1,0,0,0,0,1
14,287,-0.338842,0,-0.620713,0,1,0,0,0,1
14,288,-2.291731,1,-0.868667,0,1,0,0,0,1
14,292,0.6107292,0,0.2884532,0,1,0,0,0,1
14,294,-0.129085,0,0.1231502,0,1,0,0,0,1
14,296,-0.197611,1,-0.786016,0,0,1,0,0,1
14,298,0.6107292,0,0.9496652,1,0,0,0,0,1
14,300,-0.062088,1,-0.124804,0,1,0,0,0,1
14,309,1.9003352,1,1.7761802,1,0,0,0,0,1
14,311,-0.623051,0,-1.116621,0,0,1,0,0,1
14,315,0.0043222,1,1.3629222,1,0,0,0,0,1
14,318,0.2613242,1,0.5364082,0,1,0,0,0,1
14,323,-0.338842,0,0.2058022,0,1,0,0,0,1
14,324,0.8965662,1,0.4537562,0,1,0,0,0,1
14,325,0.9675862,0,-1.03397,0,1,0,0,0,1
14,326,-0.555112,1,0.0404992,0,1,0,0,0,1
14,331,0.5443412,1,1.0323172,1,0,0,0,0,1
14,338,-0.939378,0,0.6190592,1,0,0,0,0,1
14,340,-1.836687,1,-1.281924,0,1,0,0,0,1
14,342,1.1758492,0,0.7017112,1,0,0,0,0,1
14,344,-1.526653,1,-0.45541,0,1,0,0,0,1
14,345,1.5792202,0,1.7761802,1,0,0,0,0,1
14,347,0.7472282,1,0.9496652,1,0,0,0,0,1
14,348,1.1758492,0,0.3711052,1,0,0,0,0,1
14,350,-0.129085,0,0.1231502,1,0,0,0,0,1
14,353,-0.699505,1,-0.042152,0,1,0,0,0,1
14,357,-1.029067,0,0.6190592,1,0,0,0,0,1
14,359,-0.699505,1,0.2884532,0,1,0,0,0,1
14,360,1.1094382,0,0.3711052,0,1,0,0,0,1
14,367,0.4781942,1,0.1231502,0,1,0,0,0,1
14,369,0.6107292,0,-0.207455,0,1,0,0,0,1
14,370,-0.265159,0,0.2058022,0,1,0,0,0,1
14,373,-0.265159,1,-0.538061,0,1,0,0,0,1
14,375,-0.129085,0,0.1231502,0,1,0,0,0,1
14,377,0.4781942,0,0.2884532,0,1,0,0,0,1
14,378,-1.118624,0,-0.538061,0,1,0,0,0,1
14,382,0.1340672,1,0.2058022,0,1,0,0,0,1
14,384,0.6107292,1,-1.860484,0,1,0,0,0,1
14,386,-0.492781,1,0.4537562,0,1,0,0,0,1
14,387,-0.939378,0,-1.943136,0,0,1,0,0,1
14,393,-0.338842,1,0.3711052,0,1,0,0,0,1
14,395,-1.723882,1,-0.45541,0,1,0,0,0,1
14,396,-1.962075,1,-1.529879,0,0,1,0,0,1
14,397,-1.438662,1,0.5364082,0,1,0,0,0,1
14,398,0.8219882,0,1.3629222,1,0,0,0,0,1
14,399,0.6107292,1,0.9496652,0,1,0,0,0,1
14,404,1.1094382,0,1.9414832,1,0,0,0,0,1
14,405,0.5443412,1,0.3711052,1,0,0,0,0,1
14,407,-0.129085,1,0.3711052,0,1,0,0,0,1
14,409,-1.219486,1,-1.116621,0,1,0,0,0,1
14,412,-0.555112,0,0.2058022,0,1,0,0,0,1
14,414,-0.699505,0,-1.116621,0,1,0,0,0,1
14,415,0.7472282,0,2.8506492,1,0,0,0,0,1
14,418,-1.335315,1,0.2884532,0,1,0,0,0,1
14,421,-0.197611,0,1.0323172,0,1,0,0,0,1
14,426,0.5443412,0,1.6108772,1,0,0,0,0,1
14,428,0.8219882,0,0.2884532,1,0,0,0,0,1
14,430,0.4026692,1,0.7017112,0,1,0,0,0,1
14,432,-0.776109,1,-0.042152,0,1,0,0,0,1
14,433,0.9675862,0,1.5282252,0,1,0,0,0,1
